Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,sat,1,0,0,0,0,0.9307,0.0,0.9307,0,0.9307,5.525,6.29,0,0.0,6.29,1,1,0.847,1.0,-,[51.  3.  0. 12.  6.  1.  0.  0.  1.  0.  1. 82. 40.],[51.  3.  0. 12.  6.  1.  0.  0.  0.  0.  1. 82. 40.]
2,sat,2,0,0,0,0,0.9208,0.0,0.9208,0,0.9208,26.598,27.36,0,0.0,27.36,1,1,0.847,1.0,-,[62.  6.  1. 11.  0.  6.  5.  0.  1.  1.  0. 70. 16.],[62.  6.  1. 11.  0.  6.  5.  0.  0.  1.  0. 70. 16.]
3,sat,3,0,0,1,1,0.8614,0.0,0.8614,0.0198,0.8812,100.089,101.67,97.291,97.37,199.04,1,1,0.847,1.0,-,[20.  5.  0.  1.  1.  9.  5.  4.  0.  0. 19. 53. 40.],[20.  5.  0.  1.  1.  9.  5.  4.  1.  0. 19. 53. 40.]
4,unsat,3,1,0,0,0,0.9208,0.0,0.9208,0,0.9208,38.14,38.63,0,0.0,38.63,0,0,0.847,1.0,-,,
5,unsat,3,2,0,0,0,0.901,0.0,0.901,0,0.901,38.777,39.8,0,0.0,39.8,0,0,0.847,1.0,-,,
6,unknown,3,2,1,1,0,0.8218,0.0,0.8218,0.0198,0.8416,100.048,101.16,100.048,100.15,201.31,0,0,0.847,1.0,-,,
7,unknown,3,2,2,1,0,0.8119,0.0,0.8119,0.0396,0.8515,100.251,101.66,100.04,100.14,201.8,0,0,0.847,1.0,-,,
8,unknown,3,2,3,1,0,0.7921,0.0,0.7921,0.0396,0.8317,100.218,101.89,100.049,100.16,202.05,0,0,0.847,1.0,-,,
9,unknown,3,2,4,1,0,0.8317,0.0,0.8317,0.0297,0.8614,100.042,101.22,100.067,100.16,201.38,0,0,0.847,1.0,-,,
10,unsat,3,3,4,1,1,0.8416,0.0,0.8416,0.0396,0.8812,100.155,101.77,80.695,80.78,182.55,0,0,0.847,1.0,-,,
11,unsat,3,4,4,0,0,0.8911,0.0,0.8911,0,0.8911,98.44,99.24,0,0.0,99.24,0,0,0.847,1.0,-,,
12,unknown,3,4,5,1,0,0.8317,0.0,0.8317,0.0198,0.8515,100.089,100.87,100.069,100.17,201.04,0,0,0.847,1.0,-,,
13,sat,4,4,5,0,0,0.9307,0.0,0.9307,0,0.9307,17.837,18.32,0,0.0,18.32,1,1,0.847,1.0,-,[84.  0. 15. 14.  0. 10.  2.  4.  0.  1.  0. 41. 39.],[84.  0. 15. 14.  0. 10.  2.  4.  1.  1.  0. 41. 39.]
14,sat,5,4,5,0,0,0.8812,0.0,0.8812,0,0.8812,98.456,99.49,0,0.0,99.49,1,1,0.847,1.0,-,[60.  3. 11. 15.  5. 10.  1.  4.  0.  0. 19.  1. 29.],[60.  3. 11. 15.  5. 10.  1.  4.  1.  0. 19.  1. 29.]
15,sat,6,4,5,0,0,0.9505,0.0,0.9505,0,0.9505,1.306,1.78,0,0.0,1.78,1,1,0.847,1.0,-,[100.   0.  14.   8.   0.   2.   1.   0.   1.   0.  16. 100.  40.],[100.   0.  14.   8.   0.   2.   1.   0.   0.   0.  16. 100.  40.]
16,unknown,6,4,6,1,0,0.6238,0.0,0.6238,0.099,0.7228,100.081,103.39,100.052,100.23,203.61,0,0,0.847,1.0,-,,
1,unknown,0,0,1,1,0,0.7822,0.0,0.7822,0.0297,0.8119,100.034,101.05,100.016,100.12,201.17,0,0,0.847,1.0,-,,
2,unsat,0,1,1,0,0,0.9109,0.0,0.9109,0,0.9109,14.547,15.32,0,0.0,15.32,0,0,0.847,1.0,-,,
3,unknown,0,1,2,1,0,0.7723,0.0,0.7723,0.0099,0.7822,100.042,100.86,100.023,100.15,201.01,0,0,0.847,1.0,-,,
4,unknown,0,1,3,1,0,0.802,0.0,0.802,0.0693,0.8713,100.165,102.12,100.034,100.11,202.22,0,0,0.847,1.0,-,,
5,unsat,0,2,3,0,0,0.9307,0.0,0.9307,0,0.9307,8.085,8.58,0,0.0,8.58,0,0,0.847,1.0,-,,
6,sat,1,2,3,0,0,0.9208,0.0,0.9208,0,0.9208,9.988,10.93,0,0.0,10.93,1,1,0.847,1.0,-,[96.  5.  0.  1.  0.  9.  0.  4.  1.  1. 11. 90. 10.],[96.  5.  0.  1.  0.  9.  0.  4.  0.  1. 11. 90. 10.]
7,sat,2,2,3,1,1,0.8713,0.0,0.8713,0.0297,0.901,100.031,101.48,66.946,67.01,168.49,1,1,0.847,1.0,-,[70.  3.  2. 12.  0.  0.  0.  3.  1.  0. 19. 31.  5.],[70.  3.  2. 12.  0.  0.  0.  3.  0.  0. 19. 31.  5.]
8,unknown,2,2,4,1,0,0.8614,0.0,0.8614,0.0198,0.8812,100.023,100.77,100.057,100.13,200.9,0,0,0.847,1.0,-,,
9,unknown,2,2,5,1,0,0.6931,0.0,0.6931,0.0693,0.7624,100.271,102.97,100.156,100.29,203.26,0,0,0.847,1.0,-,,
10,unknown,2,2,6,1,0,0.7822,0.0,0.7822,0.0792,0.8614,100.087,102.23,100.06,100.14,202.37,0,0,0.847,1.0,-,,
11,unsat,2,3,6,0,0,0.9505,0.0,0.9505,0,0.9505,1.336,1.81,0,0.0,1.81,0,0,0.847,1.0,-,,
12,unsat,2,4,6,0,0,0.8911,0.0,0.8911,0,0.8911,54.084,55.04,0,0.0,55.04,0,0,0.847,1.0,-,,
13,unknown,2,4,7,1,0,0.8119,0.0,0.8119,0.0495,0.8614,100.041,101.8,100.057,100.14,201.93,0,0,0.847,1.0,-,,
14,sat,3,4,7,0,0,0.9307,0.0,0.9307,0,0.9307,4.014,4.48,0,0.0,4.48,1,1,0.847,1.0,-,[89.  0.  9. 10.  0. 10.  5.  2.  0.  1.  0. 61. 40.],[89.  0.  9. 10.  0. 10.  5.  2.  1.  1.  0. 61. 40.]
15,sat,4,4,7,0,0,0.9406,0.0,0.9406,0,0.9406,6.485,6.73,0,0.0,6.73,1,1,0.847,1.0,-,[100.   0.  14.  16.   0.  13.   2.   4.   1.   1.   0.  41.  32.],[100.   0.  14.  16.   0.  13.   2.   4.   0.   1.   0.  41.  32.]
16,unknown,4,4,8,1,0,0.7822,0.0,0.7822,0.0891,0.8713,100.02,102.67,100.101,100.18,202.85,0,0,0.847,1.0,-,,
1,unknown,0,0,1,1,0,0.6931,0.0,0.6931,0.1089,0.802,100.176,104.47,100.013,100.12,204.59,0,0,0.847,1.0,-,,
2,unknown,0,0,2,1,0,0.8218,0.0,0.8218,0.0891,0.9109,100.05,102.41,100.046,100.1,202.51,0,0,0.847,1.0,-,,
3,sat,1,0,2,0,0,0.8911,0.0,0.8911,0,0.8911,47.593,48.53,0,0.0,48.53,1,1,0.847,1.0,-,[100.   0.  15.   2.   0.  10.   0.   0.   0.   2.   3.  21.   0.],[100.   0.  15.   2.   0.  10.   0.   0.   1.   2.   3.  21.   0.]
4,sat,2,0,2,0,0,0.9406,0.0,0.9406,0,0.9406,1.187,1.63,0,0.0,1.63,1,1,0.847,1.0,-,[90.  6. 15. 11.  0. 10.  5.  4.  1.  0. 10. 91. 29.],[90.  6. 15. 11.  0. 10.  5.  4.  0.  0. 10. 91. 29.]
5,unknown,2,0,3,1,0,0.8119,0.0,0.8119,0.0495,0.8614,100.095,101.76,100.019,100.1,201.86,0,0,0.847,1.0,-,,
6,unsat,2,1,3,0,0,0.8911,0.0,0.8911,0,0.8911,30.309,31.23,0,0.0,31.23,0,0,0.847,1.0,-,,
7,sat,3,1,3,0,0,0.9307,0.0,0.9307,0,0.9307,50.174,50.62,0,0.0,50.62,1,1,0.847,1.0,-,[56.  1. 12. 16.  0.  0.  5.  0.  1.  0.  1. 61. 40.],[56.  1. 12. 16.  0.  0.  5.  0.  0.  0.  1. 61. 40.]
8,sat,4,1,3,0,0,0.9406,0.0,0.9406,0,0.9406,29.732,30.19,0,0.0,30.19,1,1,0.847,1.0,-,[74.  0. 12.  9.  1. 10.  1.  1.  1.  0.  9. 83. 40.],[74.  0. 12.  9.  1. 10.  1.  1.  0.  0.  9. 83. 40.]
9,sat,5,1,3,0,0,0.9208,0.0,0.9208,0,0.9208,76.795,77.49,0,0.0,77.49,1,1,0.847,1.0,-,[88.  0. 13. 14.  0.  0.  5.  0.  0.  0. 19. 51.  0.],[88.  0. 13. 14.  0.  0.  5.  0.  1.  0. 19. 51.  0.]
10,unsat,5,2,3,0,0,0.9109,0.0,0.9109,0,0.9109,30.84,31.29,0,0.0,31.29,0,0,0.847,1.0,-,,
11,unsat,5,3,3,0,0,0.8911,0.0,0.8911,0,0.8911,62.942,63.65,0,0.0,63.65,0,0,0.847,1.0,-,,
12,unknown,5,3,4,1,0,0.802,0.0,0.802,0.0495,0.8515,100.097,101.51,100.079,100.16,201.68,0,0,0.847,1.0,-,,
13,sat,6,3,4,0,0,0.9307,0.0,0.9307,0,0.9307,3.069,3.29,0,0.0,3.29,1,1,0.847,1.0,-,[61.  5. 15. 12.  6.  0.  0.  3.  1.  0. 10. 41. 40.],[61.  5. 15. 12.  6.  0.  0.  3.  0.  0. 10. 41. 40.]
14,sat,7,3,4,0,0,0.9307,0.0,0.9307,0,0.9307,9.567,9.82,0,0.0,9.82,1,1,0.847,1.0,-,[65.  0.  9.  6.  0. 13.  5.  1.  1.  1. 12. 36. 37.],[65.  0.  9.  6.  0. 13.  5.  1.  0.  1. 12. 36. 37.]
15,unknown,7,3,5,1,0,0.7525,0.0,0.7525,0.0396,0.7921,100.011,101.77,100.046,100.16,201.92,0,0,0.847,1.0,-,,
16,unknown,7,3,6,1,0,0.7525,0.0,0.7525,0.1089,0.8614,100.025,103.21,100.033,100.11,203.32,0,0,0.847,1.0,-,,
17,sat,8,3,6,0,0,0.9208,0.0,0.9208,0,0.9208,8.128,9.03,0,0.0,9.03,1,1,0.847,1.0,-,[84.  0. 15.  3.  6. 11.  0.  0.  1.  1.  0. 68.  9.],[84.  0. 15.  3.  6. 11.  0.  0.  0.  1.  0. 68.  9.]
18,sat,9,3,6,0,0,0.9307,0.0,0.9307,0,0.9307,4.796,5.46,0,0.0,5.46,1,1,0.847,1.0,-,[40.  6.  9. 11.  0.  0.  2.  4.  0.  0. 11. 91. 25.],[40.  6.  9. 11.  0.  0.  2.  4.  1.  0. 11. 91. 25.]
19,unknown,9,3,7,1,0,0.6832,0.0,0.6832,0.1485,0.8317,100.044,104.28,100.091,100.18,204.47,0,0,0.847,1.0,-,,
20,sat,10,3,7,0,0,0.9307,0.0,0.9307,0,0.9307,11.948,12.4,0,0.0,12.4,1,1,0.847,1.0,-,[100.   6.   9.   5.   0.   1.   5.   4.   0.   2.   0.  51.  40.],[100.   6.   9.   5.   0.   1.   5.   4.   1.   2.   0.  51.  40.]
21,unknown,10,3,8,1,0,0.6733,0.0,0.6733,0.0495,0.7228,100.14,102.49,100.057,100.2,202.69,0,0,0.847,1.0,-,,
1,unsat,0,1,0,0,0,0.9208,0.0,0.9208,0,0.9208,19.044,20.69,0,0.0,20.69,0,0,0.847,1.0,-,,
2,unsat,0,2,0,0,0,0.9109,0.0,0.9109,0,0.9109,31.243,32.81,0,0.0,32.81,0,0,0.847,1.0,-,,
3,unknown,0,2,1,1,0,0.7921,0.0,0.7921,0.0297,0.8218,100.051,102.24,100.103,100.22,202.46,0,0,0.847,1.0,-,,
4,unknown,0,2,2,1,0,0.8614,0.0,0.8614,0.0297,0.8911,100.075,102.24,100.023,100.1,202.34,0,0,0.847,1.0,-,,
5,unsat,0,3,2,0,0,0.9208,0.0,0.9208,0,0.9208,16.423,18.06,0,0.0,18.06,0,0,0.847,1.0,-,,
6,sat,1,3,2,0,0,0.9109,0.0,0.9109,0,0.9109,21.629,23.47,0,0.0,23.47,1,1,0.847,1.0,-,[90.  0. 15.  1.  0.  0.  5.  0.  1.  2.  2. 41.  0.],[90.  0. 15.  1.  0.  0.  5.  0.  0.  2.  2. 41.  0.]
7,unsat,1,4,2,0,0,0.9208,0.0,0.9208,0,0.9208,9.552,11.27,0,0.0,11.27,0,0,0.847,1.0,-,,
8,unsat,1,5,2,0,0,0.9406,0.0,0.9406,0,0.9406,1.817,3.54,0,0.0,3.54,0,0,0.847,1.0,-,,
9,unsat,1,6,2,0,0,0.9109,0.0,0.9109,0,0.9109,15.923,17.73,0,0.0,17.73,0,0,0.847,1.0,-,,
10,unknown,1,6,3,1,0,0.8515,0.0,0.8515,0.0198,0.8713,100.046,101.9,100.02,100.11,202.01,0,0,0.847,1.0,-,,
11,sat,2,6,3,1,1,0.8713,0.0,0.8713,0.0396,0.9109,100.059,102.25,28.121,28.19,130.44,1,1,0.847,1.0,-,[50.  0. 15.  5.  0.  0.  5.  3.  0.  1.  3. 91.  2.],[50.  0. 15.  5.  0.  0.  5.  3.  1.  1.  3. 91.  2.]
12,unknown,2,6,4,1,0,0.8218,0.0,0.8218,0.0297,0.8515,100.066,102.44,100.021,100.12,202.56,0,0,0.847,1.0,-,,
13,unknown,2,6,5,1,0,0.7228,0.0,0.7228,0.0693,0.7921,100.12,103.32,100.033,100.16,203.48,0,0,0.847,1.0,-,,
14,unsat,2,7,5,0,0,0.901,0.0,0.901,0,0.901,32.422,33.94,0,0.0,33.94,0,0,0.847,1.0,-,,
15,unsat,2,8,5,0,0,0.901,0.0,0.901,0,0.901,38.833,40.34,0,0.0,40.34,0,0,0.847,1.0,-,,
16,unsat,2,9,5,1,1,0.8317,0.0,0.8317,0.0396,0.8713,100.131,102.25,88.427,88.51,190.76,0,0,0.847,1.0,-,,
17,unsat,2,10,5,0,0,0.8713,0.0,0.8713,0,0.8713,83.606,85.79,0,0.0,85.79,0,0,0.847,1.0,-,,
18,unknown,2,10,6,1,0,0.7723,0.0,0.7723,0.0594,0.8317,100.102,103.36,100.085,100.19,203.55,0,0,0.847,1.0,-,,
